ID1,ID,@id,samplesamplingPoint,samplesamplingPointnotation,samplesamplingPointlabel,samplesampleDateTime,determinandlabel,determinanddefinition,determinandnotation,resultQualifiernotation,result,codedResultInterpretationinterpretation,determinandunitlabel,samplesampledMaterialTypelabel,sampleisComplianceSample,samplepurposelabel,samplesamplingPointeasting,samplesamplingPointnorthing
1,1,http://environment.data.gov.uk/water-quality/data/measurement/AN-1727534-7444,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011262,AN-011262,STEANE PARK THE MANOR HOUSE STW,2013-08-01T11:30:00,D Site Insp,Descriptive Site Inspection : Pass/Fail 1/0,7444,None,1.0,None,coded,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),455510,239070
2,2,http://environment.data.gov.uk/water-quality/data/measurement/AN-1727534-0664,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011262,AN-011262,STEANE PARK THE MANOR HOUSE STW,2013-08-01T11:30:00,Oil & Grs Vs,"Visible oil or grease, significant trace: Present/Not found (1/0)",664,None,0.0,None,pres/nf,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),455510,239070
3,3,http://environment.data.gov.uk/water-quality/data/measurement/AN-1727532-0664,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011265,AN-011265,BLACKPIT FARM STW STOWE,2013-07-30T12:55:00,Oil & Grs Vs,"Visible oil or grease, significant trace: Present/Not found (1/0)",664,None,0.0,None,pres/nf,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),467660,239950
4,4,http://environment.data.gov.uk/water-quality/data/measurement/AN-1727532-7444,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011265,AN-011265,BLACKPIT FARM STW STOWE,2013-07-30T12:55:00,D Site Insp,Descriptive Site Inspection : Pass/Fail 1/0,7444,None,1.0,None,coded,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),467660,239950
5,5,http://environment.data.gov.uk/water-quality/data/measurement/AN-1703034-0664,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011396,AN-011396,BUCKINGHAM GOLF CLUB TINGEWICK RD.,2013-01-28T12:31:00,Oil & Grs Vs,"Visible oil or grease, significant trace: Present/Not found (1/0)",664,None,0.0,None,pres/nf,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),467020,233400
6,6,http://environment.data.gov.uk/water-quality/data/measurement/AN-1712582-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011396,AN-011396,BUCKINGHAM GOLF CLUB TINGEWICK RD.,2013-04-10T14:52:00,Ammonia(N),Ammoniacal Nitrogen as N,111,None,6.35,None,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),467020,233400
7,7,http://environment.data.gov.uk/water-quality/data/measurement/AN-1712582-0664,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011396,AN-011396,BUCKINGHAM GOLF CLUB TINGEWICK RD.,2013-04-10T14:52:00,Oil & Grs Vs,"Visible oil or grease, significant trace: Present/Not found (1/0)",664,None,0.0,None,pres/nf,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),467020,233400
8,8,http://environment.data.gov.uk/water-quality/data/measurement/AN-1712582-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011396,AN-011396,BUCKINGHAM GOLF CLUB TINGEWICK RD.,2013-04-10T14:52:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,None,34.3,None,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),467020,233400
9,9,http://environment.data.gov.uk/water-quality/data/measurement/AN-1712582-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011396,AN-011396,BUCKINGHAM GOLF CLUB TINGEWICK RD.,2013-04-10T14:52:00,BOD ATU,BOD : 5 Day ATU,85,None,8.15,None,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),467020,233400
10,10,http://environment.data.gov.uk/water-quality/data/measurement/AN-1720672-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011396,AN-011396,BUCKINGHAM GOLF CLUB TINGEWICK RD.,2013-06-15T10:06:00,NO FLOW/SAMP,No flow /No sample,7668,None,0.0,None,coded,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),467020,233400
